ALIGN_SPLIT,OPTIMIZE_SPLIT,OPTIMIZE_REPS,CUDA_THREADS,N_RESTART,CLIPPING,SIM_THRESH,BUFFER_SIZE,WORKER_PARS,WORKER_BUCK,WORKER_DS,TIME,THROUG,AVG_RMSD
16,24,5,32,1024,256,2,1048576,20,4,6,838.809,535.99,2.08
16,24,5,32,1024,256,2,5242880,20,4,6,832.256,540.21,2.08
16,24,5,32,1024,256,3,1048576,20,4,6,832.926,539.78,2.13
16,24,5,32,1024,256,3,5242880,20,4,6,819.568,548.58,2.13
16,24,5,32,1024,256,4,1048576,20,4,6,830.710,541.22,2.15
16,24,5,32,1024,256,4,5242880,20,4,6,822.337,546.73,2.15
16,24,5,96,256,10,1,1048576,20,4,6,224.608,2001.71,2.73
16,24,5,96,256,10,1,5242880,20,4,6,221.667,2028.27,2.73
16,24,5,96,256,10,2,1048576,20,4,6,221.309,2031.55,2.66
16,24,5,96,256,10,2,5242880,20,4,6,220.705,2037.11,2.66
16,24,5,96,256,10,3,1048576,20,4,6,224.784,2000.14,2.65
16,24,5,96,256,10,3,5242880,20,4,6,220.432,2039.63,2.65
16,24,5,96,256,10,4,1048576,20,4,6,224.403,2003.54,2.70
16,24,5,96,256,10,4,5242880,20,4,6,221.781,2027.22,2.70
16,24,5,96,256,50,1,1048576,20,4,6,225.907,1990.20,2.27
16,24,5,96,256,50,1,5242880,20,4,6,227.146,1979.34,2.27
16,24,5,96,256,50,2,1048576,20,4,6,224.541,2002.31,2.24
16,24,5,96,256,50,2,5242880,20,4,6,226.663,1983.56,2.24
16,24,5,96,256,50,3,1048576,20,4,6,226.825,1982.14,2.26
16,24,5,96,256,50,3,5242880,20,4,6,226.944,1981.10,2.26
16,24,5,96,256,50,4,1048576,20,4,6,224.191,2005.43,2.31
16,24,5,96,256,50,4,5242880,20,4,6,223.965,2007.46,2.31
16,24,5,96,256,256,1,1048576,20,4,6,236.087,1904.38,2.05
16,24,5,96,256,256,1,5242880,20,4,6,235.963,1905.38,2.05
16,24,5,96,256,256,2,1048576,20,4,6,237.767,1890.93,2.05
16,24,5,96,256,256,2,5242880,20,4,6,237.430,1893.61,2.05
16,24,5,96,256,256,3,1048576,20,4,6,237.017,1896.91,2.05
16,24,5,96,256,256,3,5242880,20,4,6,236.022,1904.91,2.05
16,24,5,96,256,256,4,1048576,20,4,6,235.396,1909.97,2.05
16,24,5,96,256,256,4,5242880,20,4,6,234.901,1914.00,2.05
16,24,5,96,1024,10,1,1048576,20,4,6,876.607,512.88,2.83
16,24,5,96,1024,10,1,5242880,20,4,6,877.439,512.40,2.83
16,24,5,96,1024,10,2,1048576,20,4,6,861.130,522.10,2.74
16,24,5,96,1024,10,2,5242880,20,4,6,869.226,517.24,2.74
16,24,5,96,1024,10,3,1048576,20,4,6,874.098,514.35,2.69
16,24,5,96,1024,10,3,5242880,20,4,6,865.891,519.23,2.69
16,24,5,96,1024,10,4,1048576,20,4,6,866.041,519.14,2.76
16,24,5,96,1024,10,4,5242880,20,4,6,859.972,522.80,2.76
16,24,5,96,1024,50,1,1048576,20,4,6,866.952,518.59,2.30
16,24,5,96,1024,50,1,5242880,20,4,6,869.231,517.23,2.30
16,24,5,96,1024,50,2,1048576,20,4,6,863.427,520.71,2.29
16,24,5,96,1024,50,2,5242880,20,4,6,873.067,514.96,2.29
16,24,5,96,1024,50,3,1048576,20,4,6,864.668,519.96,2.30
16,24,5,96,1024,50,3,5242880,20,4,6,869.178,517.27,2.30
16,24,5,96,1024,50,4,1048576,20,4,6,859.904,522.85,2.42
16,24,5,96,1024,50,4,5242880,20,4,6,871.976,515.61,2.42
16,24,5,96,1024,256,1,1048576,20,4,6,886.347,507.25,2.04
16,24,5,96,1024,256,1,5242880,20,4,6,900.242,499.42,2.04
16,24,5,96,1024,256,2,1048576,20,4,6,892.630,503.68,2.08
16,24,5,96,1024,256,2,5242880,20,4,6,884.742,508.17,2.08
16,24,5,96,1024,256,3,1048576,20,4,6,877.579,512.31,2.13
16,24,5,96,1024,256,3,5242880,20,4,6,889.607,505.39,2.13
16,24,5,96,1024,256,4,1048576,20,4,6,893.908,502.96,2.15
16,24,5,96,1024,256,4,5242880,20,4,6,882.320,509.56,2.15
